station,known_group,date,temp_c,precip_mm
Kuala Lumpur,Tropical,2015-11-01,25.88,325.8
Kuala Lumpur,Tropical,2015-12-01,25.55,343.79
Kuala Lumpur,Tropical,2016-01-01,25.89,155.0
Kuala Lumpur,Tropical,2016-02-01,25.35,132.82
Kuala Lumpur,Tropical,2016-03-01,26.82,54.56
Kuala Lumpur,Tropical,2016-04-01,27.38,126.3
Kuala Lumpur,Tropical,2016-05-01,27.1,233.74
Kuala Lumpur,Tropical,2016-06-01,25.81,218.1
Kuala Lumpur,Tropical,2016-07-01,25.62,172.67
Kuala Lumpur,Tropical,2016-08-01,25.64,167.4
Kuala Lumpur,Tropical,2016-09-01,25.57,187.8
Kuala Lumpur,Tropical,2016-10-01,25.25,222.58
Kuala Lumpur,Tropical,2016-11-01,25.66,314.4
Kuala Lumpur,Tropical,2016-12-01,24.82,316.51
Kuala Lumpur,Tropical,2017-01-01,24.97,306.28
Kuala Lumpur,Tropical,2017-02-01,25.17,120.4
Kuala Lumpur,Tropical,2017-03-01,25.68,190.03
Kuala Lumpur,Tropical,2017-04-01,25.96,187.5
Kuala Lumpur,Tropical,2017-05-01,26.38,188.48
Kuala Lumpur,Tropical,2017-06-01,26.04,177.3
Kuala Lumpur,Tropical,2017-07-01,25.39,202.12
Kuala Lumpur,Tropical,2017-08-01,25.32,301.94
Kuala Lumpur,Tropical,2017-09-01,25.51,235.5
Kuala Lumpur,Tropical,2017-10-01,25.73,173.91
Kuala Lumpur,Tropical,2017-11-01,25.34,314.1
Kuala Lumpur,Tropical,2017-12-01,25.21,193.75
Kuala Lumpur,Tropical,2018-01-01,24.65,468.1
Kuala Lumpur,Tropical,2018-02-01,25.01,75.04
Kuala Lumpur,Tropical,2018-03-01,25.83,160.27
Kuala Lumpur,Tropical,2018-04-01,26.33,164.7
Kuala Lumpur,Tropical,2018-05-01,26.5,299.15
Kuala Lumpur,Tropical,2018-06-01,25.56,225.0
Kuala Lumpur,Tropical,2018-07-01,25.14,119.04
Kuala Lumpur,Tropical,2018-08-01,25.32,95.17
Kuala Lumpur,Tropical,2018-09-01,25.56,216.9
Kuala Lumpur,Tropical,2018-10-01,25.77,334.8
Kuala Lumpur,Tropical,2018-11-01,25.38,316.2
Kuala Lumpur,Tropical,2018-12-01,25.41,258.23
Kuala Lumpur,Tropical,2019-01-01,25.2,141.98
Kuala Lumpur,Tropical,2019-02-01,25.69,90.44
Kuala Lumpur,Tropical,2019-03-01,26.33,95.48
Kuala Lumpur,Tropical,2019-04-01,27.09,188.7
Kuala Lumpur,Tropical,2019-05-01,26.72,148.8
Kuala Lumpur,Tropical,2019-06-01,26.2,305.4
Kuala Lumpur,Tropical,2019-07-01,25.88,119.04
Kuala Lumpur,Tropical,2019-08-01,25.78,127.72
Kuala Lumpur,Tropical,2019-09-01,25.98,113.7
Kuala Lumpur,Tropical,2019-10-01,26.11,332.63
Kuala Lumpur,Tropical,2019-11-01,25.66,244.2
Kuala Lumpur,Tropical,2019-12-01,24.91,297.6
Kuala Lumpur,Tropical,2020-01-01,25.52,105.09
Kuala Lumpur,Tropical,2020-02-01,25.43,124.41
Kuala Lumpur,Tropical,2020-03-01,26.62,128.03
Kuala Lumpur,Tropical,2020-04-01,26.68,246.0
Kuala Lumpur,Tropical,2020-05-01,26.72,160.89
Kuala Lumpur,Tropical,2020-06-01,25.75,251.7
Kuala Lumpur,Tropical,2020-07-01,25.44,292.02
Kuala Lumpur,Tropical,2020-08-01,25.8,110.05
Kuala Lumpur,Tropical,2020-09-01,25.42,242.4
Kuala Lumpur,Tropical,2020-10-01,25.39,146.94
Kuala Lumpur,Tropical,2020-11-01,25.53,376.8
Kuala Lumpur,Tropical,2020-12-01,25.05,303.49
London,Mid-latitude,1991-01-01,3.35,62.0
London,Mid-latitude,1991-02-01,0.96,40.32
London,Mid-latitude,1991-03-01,7.65,42.78
London,Mid-latitude,1991-04-01,7.88,58.5
London,Mid-latitude,1991-05-01,10.95,22.01
London,Mid-latitude,1991-06-01,12.85,87.0
London,Mid-latitude,1991-07-01,17.63,69.75
London,Mid-latitude,1991-08-01,18.35,18.91
London,Mid-latitude,1991-09-01,15.55,44.1
London,Mid-latitude,1991-10-01,9.84,31.31
London,Mid-latitude,1991-11-01,6.24,79.8
London,Mid-latitude,1991-12-01,3.64,23.25
London,Mid-latitude,1992-01-01,2.73,22.63
London,Mid-latitude,1992-02-01,4.34,20.59
London,Mid-latitude,1992-03-01,6.79,58.59
London,Mid-latitude,1992-04-01,8.35,49.5
London,Mid-latitude,1992-05-01,13.85,58.59
London,Mid-latitude,1992-06-01,16.17,41.4
London,Mid-latitude,1992-07-01,17.37,80.29
London,Mid-latitude,1992-08-01,16.56,87.11
London,Mid-latitude,1992-09-01,13.72,81.9
London,Mid-latitude,1992-10-01,7.53,86.18
London,Mid-latitude,1992-11-01,7.25,101.1
London,Mid-latitude,1992-12-01,3.4,55.8
London,Mid-latitude,1993-01-01,5.43,68.2
London,Mid-latitude,1993-02-01,3.37,13.72
London,Mid-latitude,1993-03-01,5.62,21.08
London,Mid-latitude,1993-04-01,9.23,80.7
London,Mid-latitude,1993-05-01,11.93,52.39
London,Mid-latitude,1993-06-01,15.65,52.5
London,Mid-latitude,1993-07-01,16.06,62.62
London,Mid-latitude,1993-08-01,15.49,41.54
London,Mid-latitude,1993-09-01,12.58,94.8
London,Mid-latitude,1993-10-01,8.54,84.01
London,Mid-latitude,1993-11-01,3.98,54.6
London,Mid-latitude,1993-12-01,4.97,107.88
London,Mid-latitude,1994-01-01,4.71,87.11
London,Mid-latitude,1994-02-01,2.88,44.52
London,Mid-latitude,1994-03-01,7.1,50.84
London,Mid-latitude,1994-04-01,7.49,69.3
London,Mid-latitude,1994-05-01,10.82,93.0
London,Mid-latitude,1994-06-01,14.84,37.2
London,Mid-latitude,1994-07-01,18.64,34.1
London,Mid-latitude,1994-08-01,16.49,55.8
London,Mid-latitude,1994-09-01,12.84,82.8
London,Mid-latitude,1994-10-01,9.8,88.66
London,Mid-latitude,1994-11-01,9.73,52.5
London,Mid-latitude,1994-12-01,6.21,76.26
London,Mid-latitude,1995-01-01,4.26,122.14
London,Mid-latitude,1995-02-01,6.2,82.04
London,Mid-latitude,1995-03-01,4.81,53.32
London,Mid-latitude,1995-04-01,8.79,27.0
London,Mid-latitude,1995-05-01,11.5,27.28
London,Mid-latitude,1995-06-01,13.87,29.4
London,Mid-latitude,1995-07-01,18.83,33.79
London,Mid-latitude,1995-08-01,18.96,6.2
London,Mid-latitude,1995-09-01,13.74,105.3
London,Mid-latitude,1995-10-01,12.66,23.25
London,Mid-latitude,1995-11-01,7.24,47.1
London,Mid-latitude,1995-12-01,1.75,91.45
London,Mid-latitude,1996-01-01,3.74,51.77
London,Mid-latitude,1996-02-01,1.62,51.33
London,Mid-latitude,1996-03-01,3.88,30.69
London,Mid-latitude,1996-04-01,8.03,28.5
London,Mid-latitude,1996-05-01,9.11,49.91
London,Mid-latitude,1996-06-01,15.07,12.0
London,Mid-latitude,1996-07-01,17.07,36.58
London,Mid-latitude,1996-08-01,16.83,83.7
London,Mid-latitude,1996-09-01,13.58,29.4
London,Mid-latitude,1996-10-01,11.39,55.18
London,Mid-latitude,1996-11-01,5.19,91.8
London,Mid-latitude,1996-12-01,2.21,28.21
London,Mid-latitude,1997-01-01,0.72,16.43
London,Mid-latitude,1997-02-01,5.97,61.32
London,Mid-latitude,1997-03-01,8.03,16.74
London,Mid-latitude,1997-04-01,8.65,15.9
London,Mid-latitude,1997-05-01,11.7,46.5
London,Mid-latitude,1997-06-01,14.55,130.2
London,Mid-latitude,1997-07-01,17.33,29.45
London,Mid-latitude,1997-08-01,19.86,89.28
London,Mid-latitude,1997-09-01,14.66,15.0
London,Mid-latitude,1997-10-01,9.89,74.4
London,Mid-latitude,1997-11-01,8.25,91.5
London,Mid-latitude,1997-12-01,5.52,84.63
London,Mid-latitude,1998-01-01,4.57,85.25
London,Mid-latitude,1998-02-01,5.77,13.44
London,Mid-latitude,1998-03-01,7.46,54.87
London,Mid-latitude,1998-04-01,7.76,98.4
London,Mid-latitude,1998-05-01,13.0,25.11
London,Mid-latitude,1998-06-01,14.55,119.1
London,Mid-latitude,1998-07-01,15.87,40.61
London,Mid-latitude,1998-08-01,16.64,26.97
London,Mid-latitude,1998-09-01,14.85,103.2
London,Mid-latitude,1998-10-01,10.52,114.39
London,Mid-latitude,1998-11-01,5.03,60.9
London,Mid-latitude,1998-12-01,5.23,84.94
London,Mid-latitude,1999-01-01,5.5,80.29
London,Mid-latitude,1999-02-01,4.25,29.96
London,Mid-latitude,1999-03-01,7.14,45.88
London,Mid-latitude,1999-04-01,9.05,53.1
London,Mid-latitude,1999-05-01,12.94,33.79
London,Mid-latitude,1999-06-01,14.46,72.3
London,Mid-latitude,1999-07-01,18.14,16.74
London,Mid-latitude,1999-08-01,16.75,110.36
London,Mid-latitude,1999-09-01,15.96,99.6
London,Mid-latitude,1999-10-01,10.4,56.11
London,Mid-latitude,1999-11-01,6.91,36.0
London,Mid-latitude,1999-12-01,4.36,92.69
London,Mid-latitude,2000-01-01,3.99,27.28
London,Mid-latitude,2000-02-01,5.73,69.02
London,Mid-latitude,2000-03-01,6.77,22.01
London,Mid-latitude,2000-04-01,8.01,123.6
London,Mid-latitude,2000-05-01,12.51,93.93
London,Mid-latitude,2000-06-01,15.3,30.0
London,Mid-latitude,2000-07-01,15.53,62.31
London,Mid-latitude,2000-08-01,16.97,40.92
London,Mid-latitude,2000-09-01,15.1,106.5
London,Mid-latitude,2000-10-01,10.4,162.75
London,Mid-latitude,2000-11-01,6.97,138.6
London,Mid-latitude,2000-12-01,5.43,99.82
London,Mid-latitude,2001-01-01,2.93,92.69
London,Mid-latitude,2001-02-01,4.1,91.84
London,Mid-latitude,2001-03-01,5.06,114.08
London,Mid-latitude,2001-04-01,7.39,79.2
London,Mid-latitude,2001-05-01,12.19,32.86
London,Mid-latitude,2001-06-01,14.29,24.9
London,Mid-latitude,2001-07-01,17.71,66.03
London,Mid-latitude,2001-08-01,17.29,79.98
London,Mid-latitude,2001-09-01,13.23,70.8
London,Mid-latitude,2001-10-01,13.31,101.06
London,Mid-latitude,2001-11-01,6.61,44.4
London,Mid-latitude,2001-12-01,2.67,30.07
London,Mid-latitude,2002-01-01,5.16,61.69
London,Mid-latitude,2002-02-01,6.56,71.4
London,Mid-latitude,2002-03-01,7.12,55.8
London,Mid-latitude,2002-04-01,8.99,36.0
London,Mid-latitude,2002-05-01,11.92,72.54
London,Mid-latitude,2002-06-01,14.71,60.0
London,Mid-latitude,2002-07-01,16.63,88.04
London,Mid-latitude,2002-08-01,17.58,62.0
London,Mid-latitude,2002-09-01,14.21,38.7
London,Mid-latitude,2002-10-01,10.38,82.15
London,Mid-latitude,2002-11-01,8.68,128.1
London,Mid-latitude,2002-12-01,5.57,125.55
London,Mid-latitude,2003-01-01,3.68,75.64
London,Mid-latitude,2003-02-01,3.18,35.84
London,Mid-latitude,2003-03-01,6.92,23.56
London,Mid-latitude,2003-04-01,8.63,32.4
London,Mid-latitude,2003-05-01,12.0,50.84
London,Mid-latitude,2003-06-01,16.23,65.4
London,Mid-latitude,2003-07-01,17.77,51.15
London,Mid-latitude,2003-08-01,18.93,20.15
London,Mid-latitude,2003-09-01,14.51,17.1
London,Mid-latitude,2003-10-01,8.93,43.09
London,Mid-latitude,2003-11-01,8.11,115.5
London,Mid-latitude,2003-12-01,4.51,67.27
London,Mid-latitude,2004-01-01,4.6,93.31
London,Mid-latitude,2004-02-01,4.47,28.13
London,Mid-latitude,2004-03-01,5.66,36.89
London,Mid-latitude,2004-04-01,9.14,69.6
London,Mid-latitude,2004-05-01,12.39,50.53
London,Mid-latitude,2004-06-01,15.79,46.2
London,Mid-latitude,2004-07-01,16.67,57.97
London,Mid-latitude,2004-08-01,17.91,137.64
London,Mid-latitude,2004-09-01,15.06,26.4
London,Mid-latitude,2004-10-01,10.88,88.35
London,Mid-latitude,2004-11-01,7.12,41.1
London,Mid-latitude,2004-12-01,4.58,48.05
London,Mid-latitude,2005-01-01,5.35,27.9
London,Mid-latitude,2005-02-01,3.35,31.36
London,Mid-latitude,2005-03-01,6.31,41.85
London,Mid-latitude,2005-04-01,9.07,47.4
London,Mid-latitude,2005-05-01,11.46,31.31
London,Mid-latitude,2005-06-01,16.36,33.3
London,Mid-latitude,2005-07-01,17.48,70.99
London,Mid-latitude,2005-08-01,16.82,56.73
London,Mid-latitude,2005-09-01,15.83,51.3
London,Mid-latitude,2005-10-01,13.38,82.15
London,Mid-latitude,2005-11-01,5.89,42.9
London,Mid-latitude,2005-12-01,3.77,44.64
London,Mid-latitude,2006-01-01,3.36,28.21
London,Mid-latitude,2006-02-01,2.94,52.36
London,Mid-latitude,2006-03-01,4.22,42.47
London,Mid-latitude,2006-04-01,8.56,34.2
London,Mid-latitude,2006-05-01,12.57,90.83
London,Mid-latitude,2006-06-01,16.56,25.8
London,Mid-latitude,2006-07-01,20.63,32.24
London,Mid-latitude,2006-08-01,16.84,71.92
London,Mid-latitude,2006-09-01,17.39,69.9
London,Mid-latitude,2006-10-01,13.27,82.77
London,Mid-latitude,2006-11-01,8.13,71.1
London,Mid-latitude,2006-12-01,6.61,75.33
London,Mid-latitude,2007-01-01,6.53,62.62
London,Mid-latitude,2007-02-01,5.79,81.2
London,Mid-latitude,2007-03-01,6.88,42.78
London,Mid-latitude,2007-04-01,11.35,2.4
London,Mid-latitude,2007-05-01,12.44,108.5
London,Mid-latitude,2007-06-01,15.7,96.3
London,Mid-latitude,2007-07-01,16.06,90.21
London,Mid-latitude,2007-08-01,16.46,40.3
London,Mid-latitude,2007-09-01,14.35,25.5
London,Mid-latitude,2007-10-01,10.78,46.5
London,Mid-latitude,2007-11-01,6.66,49.2
London,Mid-latitude,2007-12-01,4.52,48.05
London,Mid-latitude,2008-01-01,6.43,73.47
London,Mid-latitude,2008-02-01,5.04,22.62
London,Mid-latitude,2008-03-01,5.75,80.29
London,Mid-latitude,2008-04-01,8.04,51.0
London,Mid-latitude,2008-05-01,13.58,80.6
London,Mid-latitude,2008-06-01,15.17,42.9
London,Mid-latitude,2008-07-01,17.28,59.21
London,Mid-latitude,2008-08-01,17.01,68.82
London,Mid-latitude,2008-09-01,13.62,54.6
London,Mid-latitude,2008-10-01,9.77,52.39
London,Mid-latitude,2008-11-01,6.86,77.7
London,Mid-latitude,2008-12-01,3.13,33.79
London,Mid-latitude,2009-01-01,2.15,60.45
London,Mid-latitude,2009-02-01,3.29,57.4
London,Mid-latitude,2009-03-01,6.41,36.27
London,Mid-latitude,2009-04-01,10.2,36.6
London,Mid-latitude,2009-05-01,12.75,39.68
London,Mid-latitude,2009-06-01,15.61,34.8
London,Mid-latitude,2009-07-01,16.91,76.88
London,Mid-latitude,2009-08-01,18.06,28.52
London,Mid-latitude,2009-09-01,14.99,24.6
London,Mid-latitude,2009-10-01,11.47,52.08
London,Mid-latitude,2009-11-01,8.87,132.3
London,Mid-latitude,2009-12-01,3.18,89.28
London,Mid-latitude,2010-01-01,0.47,51.46
London,Mid-latitude,2010-02-01,2.42,96.32
London,Mid-latitude,2010-03-01,5.51,50.53
London,Mid-latitude,2010-04-01,8.75,18.9
London,Mid-latitude,2010-05-01,10.66,35.96
London,Mid-latitude,2010-06-01,15.74,31.2
London,Mid-latitude,2010-07-01,18.33,26.66
London,Mid-latitude,2010-08-01,16.33,93.62
London,Mid-latitude,2010-09-01,13.88,54.0
London,Mid-latitude,2010-10-01,10.39,87.73
London,Mid-latitude,2010-11-01,5.4,54.6
London,Mid-latitude,2010-12-01,-0.31,35.96
London,Mid-latitude,2011-01-01,3.3,78.12
London,Mid-latitude,2011-02-01,5.82,56.28
London,Mid-latitude,2011-03-01,6.19,16.74
London,Mid-latitude,2011-04-01,11.62,6.6
London,Mid-latitude,2011-05-01,12.46,31.31
London,Mid-latitude,2011-06-01,14.85,71.1
London,Mid-latitude,2011-07-01,15.76,50.22
London,Mid-latitude,2011-08-01,16.41,57.04
London,Mid-latitude,2011-09-01,15.53,36.3
London,Mid-latitude,2011-10-01,12.51,29.76
London,Mid-latitude,2011-11-01,9.48,36.3
London,Mid-latitude,2011-12-01,5.43,86.49
London,Mid-latitude,2012-01-01,4.81,44.02
London,Mid-latitude,2012-02-01,2.81,19.72
London,Mid-latitude,2012-03-01,7.78,29.14
London,Mid-latitude,2012-04-01,7.52,115.2
London,Mid-latitude,2012-05-01,12.53,58.59
London,Mid-latitude,2012-06-01,14.33,123.3
London,Mid-latitude,2012-07-01,15.98,100.13
London,Mid-latitude,2012-08-01,17.24,43.4
London,Mid-latitude,2012-09-01,13.34,51.6
London,Mid-latitude,2012-10-01,10.0,107.57
London,Mid-latitude,2012-11-01,6.38,90.9
London,Mid-latitude,2012-12-01,4.58,121.21
London,Mid-latitude,2013-01-01,2.89,52.7
London,Mid-latitude,2013-02-01,2.02,36.96
London,Mid-latitude,2013-03-01,2.45,66.65
London,Mid-latitude,2013-04-01,6.89,37.2
London,Mid-latitude,2013-05-01,10.52,61.69
London,Mid-latitude,2013-06-01,14.02,36.6
London,Mid-latitude,2013-07-01,18.43,44.02
London,Mid-latitude,2013-08-01,17.31,59.52
London,Mid-latitude,2013-09-01,13.97,48.6
London,Mid-latitude,2013-10-01,12.29,112.22
London,Mid-latitude,2013-11-01,5.82,51.9
London,Mid-latitude,2013-12-01,5.77,80.6
London,Mid-latitude,2014-01-01,5.85,94.55
London,Mid-latitude,2014-02-01,5.97,73.36
London,Mid-latitude,2014-03-01,7.28,24.18
London,Mid-latitude,2014-04-01,10.22,39.9
London,Mid-latitude,2014-05-01,12.43,82.46
London,Mid-latitude,2014-06-01,15.52,39.6
London,Mid-latitude,2014-07-01,18.36,56.42
London,Mid-latitude,2014-08-01,15.61,84.63
London,Mid-latitude,2014-09-01,15.53,17.1
London,Mid-latitude,2014-10-01,12.64,89.59
London,Mid-latitude,2014-11-01,8.48,111.3
London,Mid-latitude,2014-12-01,4.51,54.25
London,Mid-latitude,2015-01-01,3.86,79.98
London,Mid-latitude,2015-02-01,3.11,50.96
London,Mid-latitude,2015-03-01,5.76,28.21
London,Mid-latitude,2015-04-01,8.81,23.4
London,Mid-latitude,2015-05-01,11.42,62.0
London,Mid-latitude,2015-06-01,14.85,26.4
London,Mid-latitude,2015-07-01,16.93,77.81
London,Mid-latitude,2015-08-01,16.76,117.8
London,Mid-latitude,2015-09-01,12.71,55.2
London,Mid-latitude,2015-10-01,10.67,59.21
London,Mid-latitude,2015-11-01,9.44,71.1
London,Mid-latitude,2015-12-01,9.86,69.44
London,Mid-latitude,2016-01-01,5.15,93.62
London,Mid-latitude,2016-02-01,4.43,38.86
London,Mid-latitude,2016-03-01,5.3,72.23
London,Mid-latitude,2016-04-01,7.32,52.2
London,Mid-latitude,2016-05-01,12.55,49.29
London,Mid-latitude,2016-06-01,15.32,121.5
London,Mid-latitude,2016-07-01,17.51,25.11
London,Mid-latitude,2016-08-01,17.85,31.0
London,Mid-latitude,2016-09-01,16.63,34.2
London,Mid-latitude,2016-10-01,10.51,27.9
London,Mid-latitude,2016-11-01,5.67,80.4
London,Mid-latitude,2016-12-01,5.74,20.46
London,Mid-latitude,2017-01-01,2.44,70.68
London,Mid-latitude,2017-02-01,5.76,47.04
London,Mid-latitude,2017-03-01,8.49,38.75
London,Mid-latitude,2017-04-01,9.1,15.3
London,Mid-latitude,2017-05-01,13.38,65.41
London,Mid-latitude,2017-06-01,17.22,62.4
London,Mid-latitude,2017-07-01,17.9,74.09
London,Mid-latitude,2017-08-01,16.68,73.78
London,Mid-latitude,2017-09-01,13.82,55.5
London,Mid-latitude,2017-10-01,12.25,27.9
London,Mid-latitude,2017-11-01,6.19,45.9
London,Mid-latitude,2017-12-01,4.35,98.58
London,Mid-latitude,2018-01-01,5.17,68.51
London,Mid-latitude,2018-02-01,1.97,37.24
London,Mid-latitude,2018-03-01,4.78,93.31
London,Mid-latitude,2018-04-01,10.0,81.3
London,Mid-latitude,2018-05-01,13.45,48.36
London,Mid-latitude,2018-06-01,16.52,5.4
London,Mid-latitude,2018-07-01,20.54,28.52
London,Mid-latitude,2018-08-01,18.03,73.47
London,Mid-latitude,2018-09-01,14.37,37.8
London,Mid-latitude,2018-10-01,10.93,42.47
London,Mid-latitude,2018-11-01,7.82,77.7
London,Mid-latitude,2018-12-01,6.41,80.91
London,Mid-latitude,2019-01-01,2.7,29.45
London,Mid-latitude,2019-02-01,6.03,43.96
London,Mid-latitude,2019-03-01,7.85,59.83
London,Mid-latitude,2019-04-01,8.83,17.1
London,Mid-latitude,2019-05-01,11.92,35.65
London,Mid-latitude,2019-06-01,15.34,103.8
London,Mid-latitude,2019-07-01,18.73,70.37
London,Mid-latitude,2019-08-01,17.98,43.71
London,Mid-latitude,2019-09-01,14.91,75.9
London,Mid-latitude,2019-10-01,10.72,98.27
London,Mid-latitude,2019-11-01,6.39,98.4
London,Mid-latitude,2019-12-01,5.9,104.16
London,Mid-latitude,2020-01-01,5.95,60.14
London,Mid-latitude,2020-02-01,6.36,107.88
London,Mid-latitude,2020-03-01,6.0,46.19
London,Mid-latitude,2020-04-01,9.99,36.6
London,Mid-latitude,2020-05-01,12.75,3.72
London,Mid-latitude,2020-06-01,15.43,68.1
London,Mid-latitude,2020-07-01,17.06,46.5
London,Mid-latitude,2020-08-01,19.09,71.92
London,Mid-latitude,2020-09-01,15.03,43.5
London,Mid-latitude,2020-10-01,10.63,157.17
London,Mid-latitude,2020-11-01,8.55,49.5
London,Mid-latitude,2020-12-01,5.03,114.08
Manila,Tropical,1991-01-01,23.17,70.68
Manila,Tropical,1991-02-01,23.95,136.08
Manila,Tropical,1991-03-01,24.45,65.1
Manila,Tropical,1991-04-01,27.04,66.0
Manila,Tropical,1991-05-01,27.69,106.64
Manila,Tropical,1991-06-01,26.86,227.1
Manila,Tropical,1991-07-01,26.07,259.47
Manila,Tropical,1991-08-01,25.67,322.4
Manila,Tropical,1991-09-01,25.67,177.9
Manila,Tropical,1991-10-01,25.53,132.99
Manila,Tropical,1991-11-01,24.25,233.1
Manila,Tropical,1991-12-01,23.39,172.98
Manila,Tropical,1992-01-01,23.46,70.37
Manila,Tropical,1992-02-01,24.15,51.91
Manila,Tropical,1992-03-01,25.88,35.96
Manila,Tropical,1992-04-01,28.09,42.6
Manila,Tropical,1992-05-01,27.88,100.75
Manila,Tropical,1992-06-01,27.8,111.3
Manila,Tropical,1992-07-01,26.18,325.19
Manila,Tropical,1992-08-01,25.88,270.32
Manila,Tropical,1992-09-01,25.52,190.2
Manila,Tropical,1992-10-01,25.43,237.77
Manila,Tropical,1992-11-01,23.86,340.8
Manila,Tropical,1992-12-01,23.49,123.69
Manila,Tropical,1993-01-01,23.04,100.75
Manila,Tropical,1993-02-01,23.92,50.4
Manila,Tropical,1993-03-01,25.25,29.76
Manila,Tropical,1993-04-01,27.22,47.7
Manila,Tropical,1993-05-01,28.18,39.99
Manila,Tropical,1993-06-01,28.28,135.9
Manila,Tropical,1993-07-01,26.5,178.56
Manila,Tropical,1993-08-01,25.84,244.28
Manila,Tropical,1993-09-01,25.51,189.6
Manila,Tropical,1993-10-01,25.12,269.7
Manila,Tropical,1993-11-01,24.99,265.8
Manila,Tropical,1993-12-01,23.96,591.17
Manila,Tropical,1994-01-01,23.47,194.06
Manila,Tropical,1994-02-01,23.96,59.64
Manila,Tropical,1994-03-01,25.07,64.17
Manila,Tropical,1994-04-01,27.09,105.3
Manila,Tropical,1994-05-01,27.99,101.68
Manila,Tropical,1994-06-01,26.81,244.5
Manila,Tropical,1994-07-01,25.42,206.15
Manila,Tropical,1994-08-01,25.95,125.55
Manila,Tropical,1994-09-01,25.74,206.4
Manila,Tropical,1994-10-01,25.24,203.67
Manila,Tropical,1994-11-01,24.25,109.5
Manila,Tropical,1994-12-01,23.77,222.58
Manila,Tropical,1995-01-01,23.27,114.39
Manila,Tropical,1995-02-01,23.53,145.32
Manila,Tropical,1995-03-01,24.73,32.86
Manila,Tropical,1995-04-01,26.9,30.0
Manila,Tropical,1995-05-01,27.16,154.69
Manila,Tropical,1995-06-01,27.32,218.1
Manila,Tropical,1995-07-01,26.28,226.3
Manila,Tropical,1995-08-01,26.18,261.33
Manila,Tropical,1995-09-01,26.05,414.9
Manila,Tropical,1995-10-01,25.79,330.46
Manila,Tropical,1995-11-01,25.28,289.5
Manila,Tropical,1995-12-01,23.16,577.84
Manila,Tropical,1996-01-01,22.94,125.24
Manila,Tropical,1996-02-01,23.1,55.97
Manila,Tropical,1996-03-01,25.31,50.84
Manila,Tropical,1996-04-01,25.97,225.6
Manila,Tropical,1996-05-01,27.13,126.17
Manila,Tropical,1996-06-01,26.62,201.3
Manila,Tropical,1996-07-01,26.31,270.01
Manila,Tropical,1996-08-01,26.18,123.69
Manila,Tropical,1996-09-01,26.2,206.4
Manila,Tropical,1996-10-01,26.06,242.73
Manila,Tropical,1996-11-01,25.19,471.3
Manila,Tropical,1996-12-01,22.92,187.55
Manila,Tropical,1997-01-01,22.37,73.47
Manila,Tropical,1997-02-01,23.66,130.76
Manila,Tropical,1997-03-01,24.55,51.77
Manila,Tropical,1997-04-01,27.12,45.0
Manila,Tropical,1997-05-01,27.1,217.0
Manila,Tropical,1997-06-01,26.99,111.0
Manila,Tropical,1997-07-01,25.88,318.06
Manila,Tropical,1997-08-01,25.58,192.82
Manila,Tropical,1997-09-01,25.72,190.2
Manila,Tropical,1997-10-01,25.99,70.37
Manila,Tropical,1997-11-01,25.32,100.5
Manila,Tropical,1997-12-01,24.21,120.28
Manila,Tropical,1998-01-01,24.42,52.7
Manila,Tropical,1998-02-01,25.78,15.4
Manila,Tropical,1998-03-01,26.21,38.75
Manila,Tropical,1998-04-01,28.05,16.8
Manila,Tropical,1998-05-01,28.23,114.7
Manila,Tropical,1998-06-01,28.13,153.6
Manila,Tropical,1998-07-01,27.29,163.99
Manila,Tropical,1998-08-01,26.69,183.21
Manila,Tropical,1998-09-01,26.26,253.5
Manila,Tropical,1998-10-01,26.02,458.8
Manila,Tropical,1998-11-01,25.56,236.7
Manila,Tropical,1998-12-01,25.06,735.32
Manila,Tropical,1999-01-01,24.07,271.56
Manila,Tropical,1999-02-01,22.88,102.76
Manila,Tropical,1999-03-01,25.28,261.33
Manila,Tropical,1999-04-01,26.0,255.6
Manila,Tropical,1999-05-01,26.65,146.94
Manila,Tropical,1999-06-01,25.98,203.4
Manila,Tropical,1999-07-01,25.74,231.57
Manila,Tropical,1999-08-01,25.42,384.09
Manila,Tropical,1999-09-01,25.52,218.7
Manila,Tropical,1999-10-01,25.55,392.15
Manila,Tropical,1999-11-01,24.71,392.7
Manila,Tropical,1999-12-01,23.97,513.98
Manila,Tropical,2000-01-01,23.42,169.88
Manila,Tropical,2000-02-01,24.02,193.43
Manila,Tropical,2000-03-01,25.09,170.5
Manila,Tropical,2000-04-01,26.74,81.9
Manila,Tropical,2000-05-01,26.78,184.14
Manila,Tropical,2000-06-01,26.36,192.9
Manila,Tropical,2000-07-01,25.46,345.96
Manila,Tropical,2000-08-01,25.87,182.28
Manila,Tropical,2000-09-01,25.49,314.4
Manila,Tropical,2000-10-01,25.58,360.22
Manila,Tropical,2000-11-01,25.22,311.7
Manila,Tropical,2000-12-01,24.65,446.71
Manila,Tropical,2001-01-01,24.12,79.67
Manila,Tropical,2001-02-01,24.44,255.92
Manila,Tropical,2001-03-01,25.18,124.62
Manila,Tropical,2001-04-01,27.14,72.0
Manila,Tropical,2001-05-01,27.54,141.67
Manila,Tropical,2001-06-01,26.7,243.9
Manila,Tropical,2001-07-01,25.69,220.1
Manila,Tropical,2001-08-01,25.98,230.02
Manila,Tropical,2001-09-01,25.65,51.9
Manila,Tropical,2001-10-01,25.69,298.22
