station,known_group,date,temp_c,precip_mm
Jakarta,Tropical,2004-12-01,27.13,234.98
Jakarta,Tropical,2005-01-01,26.85,371.69
Jakarta,Tropical,2005-02-01,27.19,362.32
Jakarta,Tropical,2005-03-01,27.16,287.68
Jakarta,Tropical,2005-04-01,27.57,116.1
Jakarta,Tropical,2005-05-01,27.65,128.65
Jakarta,Tropical,2005-06-01,27.27,159.9
Jakarta,Tropical,2005-07-01,26.91,94.24
Jakarta,Tropical,2005-08-01,26.9,96.72
Jakarta,Tropical,2005-09-01,27.55,72.3
Jakarta,Tropical,2005-10-01,27.77,129.27
Jakarta,Tropical,2005-11-01,27.68,118.8
Jakarta,Tropical,2005-12-01,27.12,181.66
Jakarta,Tropical,2006-01-01,26.62,336.04
Jakarta,Tropical,2006-02-01,26.84,306.32
Jakarta,Tropical,2006-03-01,26.87,295.43
Jakarta,Tropical,2006-04-01,27.15,201.6
Jakarta,Tropical,2006-05-01,27.39,96.72
Jakarta,Tropical,2006-06-01,26.78,59.1
Jakarta,Tropical,2006-07-01,26.46,46.19
Jakarta,Tropical,2006-08-01,26.08,5.89
Jakarta,Tropical,2006-09-01,27.01,3.3
Jakarta,Tropical,2006-10-01,28.5,26.35
Jakarta,Tropical,2006-11-01,28.71,81.3
Jakarta,Tropical,2006-12-01,27.94,199.64
Jakarta,Tropical,2007-01-01,27.63,230.95
Jakarta,Tropical,2007-02-01,26.76,554.68
Jakarta,Tropical,2007-03-01,26.95,248.62
Jakarta,Tropical,2007-04-01,27.42,243.3
Jakarta,Tropical,2007-05-01,27.47,137.33
Jakarta,Tropical,2007-06-01,27.2,125.7
Jakarta,Tropical,2007-07-01,26.71,41.85
Jakarta,Tropical,2007-08-01,26.54,46.5
Jakarta,Tropical,2007-09-01,27.15,30.0
Jakarta,Tropical,2007-10-01,27.95,104.16
Jakarta,Tropical,2007-11-01,27.65,153.9
Jakarta,Tropical,2007-12-01,27.12,463.14
Jakarta,Tropical,2008-01-01,27.02,258.23
Jakarta,Tropical,2008-02-01,26.17,549.55
Jakarta,Tropical,2008-03-01,26.7,191.58
Jakarta,Tropical,2008-04-01,27.04,242.4
Jakarta,Tropical,2008-05-01,27.2,90.83
Jakarta,Tropical,2008-06-01,26.73,70.5
Jakarta,Tropical,2008-07-01,26.17,6.82
Jakarta,Tropical,2008-08-01,26.64,66.96
Jakarta,Tropical,2008-09-01,27.62,51.3
Jakarta,Tropical,2008-10-01,28.04,119.35
Jakarta,Tropical,2008-11-01,27.53,254.7
Jakarta,Tropical,2008-12-01,26.86,224.44
Jakarta,Tropical,2009-01-01,26.47,492.59
Jakarta,Tropical,2009-02-01,26.32,332.92
Jakarta,Tropical,2009-03-01,27.05,190.34
Jakarta,Tropical,2009-04-01,27.6,159.9
Jakarta,Tropical,2009-05-01,27.64,190.34
Jakarta,Tropical,2009-06-01,27.44,93.6
Jakarta,Tropical,2009-07-01,26.8,18.91
Jakarta,Tropical,2009-08-01,26.87,17.98
Jakarta,Tropical,2009-09-01,27.94,47.1
Jakarta,Tropical,2009-10-01,28.08,142.91
Jakarta,Tropical,2009-11-01,27.91,266.7
Jakarta,Tropical,2009-12-01,27.56,166.78
Jakarta,Tropical,2010-01-01,26.79,391.22
Jakarta,Tropical,2010-02-01,27.61,296.8
Jakarta,Tropical,2010-03-01,27.71,284.89
Jakarta,Tropical,2010-04-01,28.1,70.8
Jakarta,Tropical,2010-05-01,28.16,197.47
Jakarta,Tropical,2010-06-01,27.38,219.3
Jakarta,Tropical,2010-07-01,27.07,217.31
Jakarta,Tropical,2010-08-01,27.1,196.54
Jakarta,Tropical,2010-09-01,27.39,268.2
Jakarta,Tropical,2010-10-01,27.19,355.26
Jakarta,Tropical,2010-11-01,27.25,216.9
Jakarta,Tropical,2010-12-01,26.37,211.11
Jakarta,Tropical,2011-01-01,26.13,270.01
Jakarta,Tropical,2011-02-01,26.45,211.96
Jakarta,Tropical,2011-03-01,26.57,214.83
Jakarta,Tropical,2011-04-01,27.22,159.6
Jakarta,Tropical,2011-05-01,27.35,168.02
Jakarta,Tropical,2011-06-01,27.1,107.7
Jakarta,Tropical,2011-07-01,26.59,73.16
Jakarta,Tropical,2011-08-01,26.45,4.96
Jakarta,Tropical,2011-09-01,27.3,48.9
Jakarta,Tropical,2011-10-01,27.71,124.62
Jakarta,Tropical,2011-11-01,27.68,174.6
Jakarta,Tropical,2011-12-01,27.53,182.59
Jakarta,Tropical,2012-01-01,26.92,276.83
Jakarta,Tropical,2012-02-01,27.0,201.26
Jakarta,Tropical,2012-03-01,27.08,199.95
Jakarta,Tropical,2012-04-01,27.26,240.6
Jakarta,Tropical,2012-05-01,27.72,93.0
Jakarta,Tropical,2012-06-01,27.08,63.6
Jakarta,Tropical,2012-07-01,26.5,23.87
Jakarta,Tropical,2012-08-01,26.78,3.41
Jakarta,Tropical,2012-09-01,27.84,35.4
Jakarta,Tropical,2012-10-01,28.15,145.08
Jakarta,Tropical,2012-11-01,27.93,240.3
Jakarta,Tropical,2012-12-01,27.37,322.71
Jakarta,Tropical,2013-01-01,26.55,690.06
Jakarta,Tropical,2013-02-01,26.97,239.4
Jakarta,Tropical,2013-03-01,27.62,240.56
Jakarta,Tropical,2013-04-01,27.64,211.5
Jakarta,Tropical,2013-05-01,27.66,265.05
Jakarta,Tropical,2013-06-01,27.54,118.8
Jakarta,Tropical,2013-07-01,26.96,296.98
Jakarta,Tropical,2013-08-01,26.88,89.59
Jakarta,Tropical,2013-09-01,27.51,41.4
Jakarta,Tropical,2013-10-01,28.06,138.57
Jakarta,Tropical,2013-11-01,27.69,213.6
Jakarta,Tropical,2013-12-01,27.12,481.43
Jakarta,Tropical,2014-01-01,26.18,768.8
Jakarta,Tropical,2014-02-01,26.21,508.76
Jakarta,Tropical,2014-03-01,27.19,247.38
Jakarta,Tropical,2014-04-01,27.72,229.5
Jakarta,Tropical,2014-05-01,28.22,144.15
Jakarta,Tropical,2014-06-01,27.89,160.5
Jakarta,Tropical,2014-07-01,27.46,237.77
Jakarta,Tropical,2014-08-01,27.05,71.3
Jakarta,Tropical,2014-09-01,27.15,20.1
Jakarta,Tropical,2014-10-01,28.02,45.88
Jakarta,Tropical,2014-11-01,28.15,204.3
Jakarta,Tropical,2014-12-01,27.22,298.22
Jakarta,Tropical,2015-01-01,26.46,368.28
Jakarta,Tropical,2015-02-01,26.4,534.8
Jakarta,Tropical,2015-03-01,27.01,285.82
Jakarta,Tropical,2015-04-01,27.54,191.1
Jakarta,Tropical,2015-05-01,27.5,98.27
Jakarta,Tropical,2015-06-01,27.19,45.3
Jakarta,Tropical,2015-07-01,26.72,14.57
Jakarta,Tropical,2015-08-01,26.76,17.36
Jakarta,Tropical,2015-09-01,27.61,7.5
Jakarta,Tropical,2015-10-01,28.53,17.36
Jakarta,Tropical,2015-11-01,28.75,130.2
Jakarta,Tropical,2015-12-01,27.89,231.26
Jakarta,Tropical,2016-01-01,28.07,218.86
Jakarta,Tropical,2016-02-01,27.35,520.84
Jakarta,Tropical,2016-03-01,27.95,278.69
Jakarta,Tropical,2016-04-01,28.16,226.8
Jakarta,Tropical,2016-05-01,28.31,130.51
Jakarta,Tropical,2016-06-01,27.82,147.0
Jakarta,Tropical,2016-07-01,27.52,177.63
Jakarta,Tropical,2016-08-01,27.55,141.05
Jakarta,Tropical,2016-09-01,27.56,206.1
Jakarta,Tropical,2016-10-01,27.16,320.54
Jakarta,Tropical,2016-11-01,27.4,287.7
Jakarta,Tropical,2016-12-01,27.12,162.75
Jakarta,Tropical,2017-01-01,26.75,341.0
Jakarta,Tropical,2017-02-01,26.6,546.56
Jakarta,Tropical,2017-03-01,27.15,228.78
Jakarta,Tropical,2017-04-01,27.41,252.6
Jakarta,Tropical,2017-05-01,27.79,140.74
Jakarta,Tropical,2017-06-01,27.23,131.7
Jakarta,Tropical,2017-07-01,27.05,70.06
Jakarta,Tropical,2017-08-01,26.89,17.98
Jakarta,Tropical,2017-09-01,27.52,59.4
Jakarta,Tropical,2017-10-01,28.07,216.69
Jakarta,Tropical,2017-11-01,27.95,330.3
Jakarta,Tropical,2017-12-01,27.14,241.49
Jakarta,Tropical,2018-01-01,26.98,201.19
Jakarta,Tropical,2018-02-01,26.6,449.96
Jakarta,Tropical,2018-03-01,27.38,312.17
Jakarta,Tropical,2018-04-01,27.85,169.8
Jakarta,Tropical,2018-05-01,27.84,67.27
Jakarta,Tropical,2018-06-01,27.45,59.1
Jakarta,Tropical,2018-07-01,26.71,3.1
Jakarta,Tropical,2018-08-01,26.81,16.74
Jakarta,Tropical,2018-09-01,27.67,55.5
Jakarta,Tropical,2018-10-01,28.52,101.99
Jakarta,Tropical,2018-11-01,28.12,178.2
Jakarta,Tropical,2018-12-01,27.75,206.15
Jakarta,Tropical,2019-01-01,27.32,419.74
Jakarta,Tropical,2019-02-01,27.66,250.88
Jakarta,Tropical,2019-03-01,27.65,250.17
Jakarta,Tropical,2019-04-01,28.18,252.9
Jakarta,Tropical,2019-05-01,28.08,167.71
Jakarta,Tropical,2019-06-01,27.39,36.3
Jakarta,Tropical,2019-07-01,26.62,19.53
Jakarta,Tropical,2019-08-01,26.57,7.44
Jakarta,Tropical,2019-09-01,27.51,3.9
Jakarta,Tropical,2019-10-01,28.68,63.86
Jakarta,Tropical,2019-11-01,28.7,149.4
Jakarta,Tropical,2019-12-01,28.23,261.95
Jakarta,Tropical,2020-01-01,27.49,386.57
Jakarta,Tropical,2020-02-01,27.38,596.82
Jakarta,Tropical,2020-03-01,27.72,334.8
Jakarta,Tropical,2020-04-01,27.98,206.1
Jakarta,Tropical,2020-05-01,28.1,174.22
Jakarta,Tropical,2020-06-01,27.63,62.4
Jakarta,Tropical,2020-07-01,27.16,86.49
Jakarta,Tropical,2020-08-01,27.19,55.8
Jakarta,Tropical,2020-09-01,27.67,116.1
Jakarta,Tropical,2020-10-01,27.69,205.84
Jakarta,Tropical,2020-11-01,27.85,238.8
Jakarta,Tropical,2020-12-01,26.95,229.71
Kuala Lumpur,Tropical,1991-01-01,24.79,144.46
Kuala Lumpur,Tropical,1991-02-01,25.28,95.2
Kuala Lumpur,Tropical,1991-03-01,25.8,238.39
Kuala Lumpur,Tropical,1991-04-01,26.06,263.7
Kuala Lumpur,Tropical,1991-05-01,26.04,330.77
Kuala Lumpur,Tropical,1991-06-01,25.83,72.0
Kuala Lumpur,Tropical,1991-07-01,25.16,94.24
Kuala Lumpur,Tropical,1991-08-01,25.09,206.46
Kuala Lumpur,Tropical,1991-09-01,25.27,169.2
Kuala Lumpur,Tropical,1991-10-01,25.11,133.92
Kuala Lumpur,Tropical,1991-11-01,24.89,248.7
Kuala Lumpur,Tropical,1991-12-01,24.48,406.1
Kuala Lumpur,Tropical,1992-01-01,24.13,105.71
Kuala Lumpur,Tropical,1992-02-01,25.28,271.73
Kuala Lumpur,Tropical,1992-03-01,25.7,210.18
Kuala Lumpur,Tropical,1992-04-01,26.36,188.4
Kuala Lumpur,Tropical,1992-05-01,26.25,323.64
Kuala Lumpur,Tropical,1992-06-01,25.45,120.6
Kuala Lumpur,Tropical,1992-07-01,25.08,189.41
Kuala Lumpur,Tropical,1992-08-01,24.85,76.26
Kuala Lumpur,Tropical,1992-09-01,25.1,145.5
Kuala Lumpur,Tropical,1992-10-01,24.87,116.56
Kuala Lumpur,Tropical,1992-11-01,24.68,339.3
Kuala Lumpur,Tropical,1992-12-01,24.33,361.46
Kuala Lumpur,Tropical,1993-01-01,24.34,171.12
Kuala Lumpur,Tropical,1993-02-01,24.57,80.92
Kuala Lumpur,Tropical,1993-03-01,25.12,167.4
Kuala Lumpur,Tropical,1993-04-01,25.78,150.6
Kuala Lumpur,Tropical,1993-05-01,26.26,343.17
Kuala Lumpur,Tropical,1993-06-01,25.45,201.9
Kuala Lumpur,Tropical,1993-07-01,25.04,154.69
Kuala Lumpur,Tropical,1993-08-01,25.09,146.32
Kuala Lumpur,Tropical,1993-09-01,25.2,195.0
Kuala Lumpur,Tropical,1993-10-01,25.34,238.08
Kuala Lumpur,Tropical,1993-11-01,25.62,264.6
Kuala Lumpur,Tropical,1993-12-01,24.87,201.19
Kuala Lumpur,Tropical,1994-01-01,24.35,120.9
Kuala Lumpur,Tropical,1994-02-01,25.25,154.0
Kuala Lumpur,Tropical,1994-03-01,25.2,250.79
Kuala Lumpur,Tropical,1994-04-01,25.93,141.0
Kuala Lumpur,Tropical,1994-05-01,25.97,171.12
Kuala Lumpur,Tropical,1994-06-01,25.17,166.5
Kuala Lumpur,Tropical,1994-07-01,24.86,69.13
Kuala Lumpur,Tropical,1994-08-01,24.98,117.18
Kuala Lumpur,Tropical,1994-09-01,25.3,104.4
Kuala Lumpur,Tropical,1994-10-01,25.69,274.04
Kuala Lumpur,Tropical,1994-11-01,25.14,453.3
Kuala Lumpur,Tropical,1994-12-01,24.74,137.64
Kuala Lumpur,Tropical,1995-01-01,24.68,207.7
Kuala Lumpur,Tropical,1995-02-01,24.86,148.68
Kuala Lumpur,Tropical,1995-03-01,25.67,183.83
Kuala Lumpur,Tropical,1995-04-01,26.34,279.6
Kuala Lumpur,Tropical,1995-05-01,26.08,203.98
Kuala Lumpur,Tropical,1995-06-01,25.99,192.9
Kuala Lumpur,Tropical,1995-07-01,25.04,156.55
Kuala Lumpur,Tropical,1995-08-01,25.28,292.64
Kuala Lumpur,Tropical,1995-09-01,25.37,259.2
Kuala Lumpur,Tropical,1995-10-01,25.37,126.79
Kuala Lumpur,Tropical,1995-11-01,25.24,276.9
Kuala Lumpur,Tropical,1995-12-01,24.31,324.57
Kuala Lumpur,Tropical,1996-01-01,23.89,187.86
Kuala Lumpur,Tropical,1996-02-01,24.36,97.15
Kuala Lumpur,Tropical,1996-03-01,25.63,335.73
Kuala Lumpur,Tropical,1996-04-01,26.08,195.6
Kuala Lumpur,Tropical,1996-05-01,25.83,94.55
Kuala Lumpur,Tropical,1996-06-01,25.63,220.8
Kuala Lumpur,Tropical,1996-07-01,25.18,182.28
Kuala Lumpur,Tropical,1996-08-01,24.89,270.94
Kuala Lumpur,Tropical,1996-09-01,25.07,76.2
Kuala Lumpur,Tropical,1996-10-01,25.17,241.18
Kuala Lumpur,Tropical,1996-11-01,24.96,148.2
Kuala Lumpur,Tropical,1996-12-01,24.4,176.08
Kuala Lumpur,Tropical,1997-01-01,24.16,88.97
Kuala Lumpur,Tropical,1997-02-01,25.13,120.12
Kuala Lumpur,Tropical,1997-03-01,25.46,121.21
Kuala Lumpur,Tropical,1997-04-01,25.88,276.3
Kuala Lumpur,Tropical,1997-05-01,26.12,124.31
Kuala Lumpur,Tropical,1997-06-01,25.65,103.2
Kuala Lumpur,Tropical,1997-07-01,25.32,199.33
Kuala Lumpur,Tropical,1997-08-01,25.37,72.23
Kuala Lumpur,Tropical,1997-09-01,25.53,187.5
Kuala Lumpur,Tropical,1997-10-01,25.62,263.19
Kuala Lumpur,Tropical,1997-11-01,25.28,386.4
Kuala Lumpur,Tropical,1997-12-01,24.96,213.9
Kuala Lumpur,Tropical,1998-01-01,25.42,160.58
Kuala Lumpur,Tropical,1998-02-01,26.01,108.64
Kuala Lumpur,Tropical,1998-03-01,26.44,129.27
Kuala Lumpur,Tropical,1998-04-01,27.36,140.1
Kuala Lumpur,Tropical,1998-05-01,27.18,271.56
Kuala Lumpur,Tropical,1998-06-01,26.19,144.9
Kuala Lumpur,Tropical,1998-07-01,25.7,172.36
Kuala Lumpur,Tropical,1998-08-01,25.59,393.39
Kuala Lumpur,Tropical,1998-09-01,25.38,213.0
Kuala Lumpur,Tropical,1998-10-01,25.51,147.87
Kuala Lumpur,Tropical,1998-11-01,24.92,163.2
Kuala Lumpur,Tropical,1998-12-01,24.91,212.97
Kuala Lumpur,Tropical,1999-01-01,24.76,155.0
Kuala Lumpur,Tropical,1999-02-01,24.93,159.88
Kuala Lumpur,Tropical,1999-03-01,25.5,295.12
Kuala Lumpur,Tropical,1999-04-01,25.78,99.3
Kuala Lumpur,Tropical,1999-05-01,25.74,310.0
Kuala Lumpur,Tropical,1999-06-01,25.11,68.4
Kuala Lumpur,Tropical,1999-07-01,24.79,180.11
Kuala Lumpur,Tropical,1999-08-01,24.85,134.85
Kuala Lumpur,Tropical,1999-09-01,25.21,263.1
Kuala Lumpur,Tropical,1999-10-01,25.09,314.34
Kuala Lumpur,Tropical,1999-11-01,25.04,359.7
Kuala Lumpur,Tropical,1999-12-01,24.28,211.11
Kuala Lumpur,Tropical,2000-01-01,24.27,286.44
Kuala Lumpur,Tropical,2000-02-01,24.91,128.18
Kuala Lumpur,Tropical,2000-03-01,25.28,167.4
Kuala Lumpur,Tropical,2000-04-01,25.61,248.1
Kuala Lumpur,Tropical,2000-05-01,25.78,144.77
Kuala Lumpur,Tropical,2000-06-01,25.28,115.2
Kuala Lumpur,Tropical,2000-07-01,25.03,160.27
Kuala Lumpur,Tropical,2000-08-01,24.83,243.35
Kuala Lumpur,Tropical,2000-09-01,25.47,245.4
Kuala Lumpur,Tropical,2000-10-01,25.11,262.57
Kuala Lumpur,Tropical,2000-11-01,25.37,299.7
Kuala Lumpur,Tropical,2000-12-01,25.07,301.01
Kuala Lumpur,Tropical,2001-01-01,24.81,314.03
Kuala Lumpur,Tropical,2001-02-01,24.76,134.96
Kuala Lumpur,Tropical,2001-03-01,25.22,202.74
Kuala Lumpur,Tropical,2001-04-01,26.13,419.1
Kuala Lumpur,Tropical,2001-05-01,25.98,121.21
Kuala Lumpur,Tropical,2001-06-01,25.12,165.6
Kuala Lumpur,Tropical,2001-07-01,25.2,182.9
Kuala Lumpur,Tropical,2001-08-01,25.02,156.55
Kuala Lumpur,Tropical,2001-09-01,25.27,186.6
Kuala Lumpur,Tropical,2001-10-01,25.18,261.95
Kuala Lumpur,Tropical,2001-11-01,24.85,213.9
Kuala Lumpur,Tropical,2001-12-01,24.64,155.0
Kuala Lumpur,Tropical,2002-01-01,24.5,98.27
Kuala Lumpur,Tropical,2002-02-01,24.39,106.4
Kuala Lumpur,Tropical,2002-03-01,25.79,154.69
Kuala Lumpur,Tropical,2002-04-01,26.23,379.8
Kuala Lumpur,Tropical,2002-05-01,26.12,104.16
Kuala Lumpur,Tropical,2002-06-01,25.68,111.6
Kuala Lumpur,Tropical,2002-07-01,25.42,178.56
Kuala Lumpur,Tropical,2002-08-01,25.24,211.42
Kuala Lumpur,Tropical,2002-09-01,25.11,286.5
Kuala Lumpur,Tropical,2002-10-01,25.61,222.89
Kuala Lumpur,Tropical,2002-11-01,25.44,340.5
Kuala Lumpur,Tropical,2002-12-01,25.34,252.34
Kuala Lumpur,Tropical,2003-01-01,24.67,178.87
Kuala Lumpur,Tropical,2003-02-01,25.03,200.76
Kuala Lumpur,Tropical,2003-03-01,25.85,249.24
Kuala Lumpur,Tropical,2003-04-01,26.24,312.6
Kuala Lumpur,Tropical,2003-05-01,26.15,110.05
Kuala Lumpur,Tropical,2003-06-01,25.57,116.1
Kuala Lumpur,Tropical,2003-07-01,24.99,185.69
Kuala Lumpur,Tropical,2003-08-01,25.32,151.59
Kuala Lumpur,Tropical,2003-09-01,25.21,140.7
Kuala Lumpur,Tropical,2003-10-01,24.98,294.5
Kuala Lumpur,Tropical,2003-11-01,25.31,348.9
Kuala Lumpur,Tropical,2003-12-01,24.57,243.35
Kuala Lumpur,Tropical,2004-01-01,24.81,189.72
Kuala Lumpur,Tropical,2004-02-01,24.91,235.19
Kuala Lumpur,Tropical,2004-03-01,25.64,214.21
Kuala Lumpur,Tropical,2004-04-01,26.51,265.5
Kuala Lumpur,Tropical,2004-05-01,26.32,112.84
Kuala Lumpur,Tropical,2004-06-01,25.3,55.2
Kuala Lumpur,Tropical,2004-07-01,24.97,297.29
Kuala Lumpur,Tropical,2004-08-01,25.15,129.58
Kuala Lumpur,Tropical,2004-09-01,25.22,163.8
Kuala Lumpur,Tropical,2004-10-01,25.2,279.93
Kuala Lumpur,Tropical,2004-11-01,25.27,323.7
Kuala Lumpur,Tropical,2004-12-01,24.56,138.88
Kuala Lumpur,Tropical,2005-01-01,24.37,56.11
Kuala Lumpur,Tropical,2005-02-01,25.42,150.36
Kuala Lumpur,Tropical,2005-03-01,25.66,187.55
Kuala Lumpur,Tropical,2005-04-01,26.23,209.7
Kuala Lumpur,Tropical,2005-05-01,26.17,190.34
Kuala Lumpur,Tropical,2005-06-01,25.87,86.1
Kuala Lumpur,Tropical,2005-07-01,25.36,193.75
Kuala Lumpur,Tropical,2005-08-01,25.21,202.12
Kuala Lumpur,Tropical,2005-09-01,25.57,170.4
Kuala Lumpur,Tropical,2005-10-01,25.37,302.87
Kuala Lumpur,Tropical,2005-11-01,25.02,194.4
Kuala Lumpur,Tropical,2005-12-01,24.65,224.13
Kuala Lumpur,Tropical,2006-01-01,24.81,254.51
Kuala Lumpur,Tropical,2006-02-01,25.19,332.92
Kuala Lumpur,Tropical,2006-03-01,25.78,212.04
Kuala Lumpur,Tropical,2006-04-01,25.76,213.6
Kuala Lumpur,Tropical,2006-05-01,25.67,188.17
Kuala Lumpur,Tropical,2006-06-01,25.42,144.9
Kuala Lumpur,Tropical,2006-07-01,25.08,158.41
Kuala Lumpur,Tropical,2006-08-01,25.24,207.7
Kuala Lumpur,Tropical,2006-09-01,24.88,256.5
Kuala Lumpur,Tropical,2006-10-01,25.37,322.09
Kuala Lumpur,Tropical,2006-11-01,25.36,402.0
Kuala Lumpur,Tropical,2006-12-01,25.1,298.22
Kuala Lumpur,Tropical,2007-01-01,24.62,306.9
Kuala Lumpur,Tropical,2007-02-01,25.02,139.72
Kuala Lumpur,Tropical,2007-03-01,25.45,227.23
Kuala Lumpur,Tropical,2007-04-01,26.04,444.6
Kuala Lumpur,Tropical,2007-05-01,25.81,91.14
Kuala Lumpur,Tropical,2007-06-01,25.83,193.5
Kuala Lumpur,Tropical,2007-07-01,25.18,165.85
Kuala Lumpur,Tropical,2007-08-01,25.13,149.42
Kuala Lumpur,Tropical,2007-09-01,25.14,151.8
Kuala Lumpur,Tropical,2007-10-01,25.31,312.17
Kuala Lumpur,Tropical,2007-11-01,24.84,210.3
Kuala Lumpur,Tropical,2007-12-01,24.42,181.35
Kuala Lumpur,Tropical,2008-01-01,24.96,279.0
Kuala Lumpur,Tropical,2008-02-01,24.39,141.81
Kuala Lumpur,Tropical,2008-03-01,25.06,426.87
Kuala Lumpur,Tropical,2008-04-01,25.69,270.3
Kuala Lumpur,Tropical,2008-05-01,25.54,108.5
Kuala Lumpur,Tropical,2008-06-01,25.42,209.1
Kuala Lumpur,Tropical,2008-07-01,24.91,144.15
Kuala Lumpur,Tropical,2008-08-01,25.24,228.16
Kuala Lumpur,Tropical,2008-09-01,25.11,167.4
Kuala Lumpur,Tropical,2008-10-01,25.61,347.51
Kuala Lumpur,Tropical,2008-11-01,25.18,378.3
Kuala Lumpur,Tropical,2008-12-01,24.48,211.11
Kuala Lumpur,Tropical,2009-01-01,24.1,219.79
Kuala Lumpur,Tropical,2009-02-01,24.91,216.72
Kuala Lumpur,Tropical,2009-03-01,25.31,305.66
Kuala Lumpur,Tropical,2009-04-01,25.83,216.9
Kuala Lumpur,Tropical,2009-05-01,26.01,68.51
Kuala Lumpur,Tropical,2009-06-01,25.9,120.3
Kuala Lumpur,Tropical,2009-07-01,25.3,142.29
Kuala Lumpur,Tropical,2009-08-01,25.48,189.72
Kuala Lumpur,Tropical,2009-09-01,25.54,213.3
Kuala Lumpur,Tropical,2009-10-01,25.51,227.23
Kuala Lumpur,Tropical,2009-11-01,25.19,307.2
Kuala Lumpur,Tropical,2009-12-01,24.73,351.54
Kuala Lumpur,Tropical,2010-01-01,24.78,166.47
Kuala Lumpur,Tropical,2010-02-01,25.68,213.08
Kuala Lumpur,Tropical,2010-03-01,26.16,196.54
Kuala Lumpur,Tropical,2010-04-01,26.66,336.6
Kuala Lumpur,Tropical,2010-05-01,26.98,306.59
Kuala Lumpur,Tropical,2010-06-01,26.01,211.2
Kuala Lumpur,Tropical,2010-07-01,25.39,195.3
Kuala Lumpur,Tropical,2010-08-01,25.36,183.83
Kuala Lumpur,Tropical,2010-09-01,25.83,225.0
Kuala Lumpur,Tropical,2010-10-01,25.42,126.48
Kuala Lumpur,Tropical,2010-11-01,25.09,258.0
Kuala Lumpur,Tropical,2010-12-01,24.19,233.43
Kuala Lumpur,Tropical,2011-01-01,24.01,226.61
Kuala Lumpur,Tropical,2011-02-01,24.76,70.84
Kuala Lumpur,Tropical,2011-03-01,25.11,252.34
Kuala Lumpur,Tropical,2011-04-01,25.61,236.7
Kuala Lumpur,Tropical,2011-05-01,25.92,197.16
Kuala Lumpur,Tropical,2011-06-01,25.65,118.8
Kuala Lumpur,Tropical,2011-07-01,25.23,100.44
Kuala Lumpur,Tropical,2011-08-01,25.36,195.3
Kuala Lumpur,Tropical,2011-09-01,25.3,194.4
Kuala Lumpur,Tropical,2011-10-01,25.17,329.22
Kuala Lumpur,Tropical,2011-11-01,25.0,317.1
Kuala Lumpur,Tropical,2011-12-01,24.73,215.76
Kuala Lumpur,Tropical,2012-01-01,24.68,177.63
Kuala Lumpur,Tropical,2012-02-01,25.26,294.06
Kuala Lumpur,Tropical,2012-03-01,25.15,194.99
Kuala Lumpur,Tropical,2012-04-01,25.84,186.0
Kuala Lumpur,Tropical,2012-05-01,25.88,195.61
Kuala Lumpur,Tropical,2012-06-01,25.85,82.5
Kuala Lumpur,Tropical,2012-07-01,25.19,120.28
Kuala Lumpur,Tropical,2012-08-01,25.41,194.37
Kuala Lumpur,Tropical,2012-09-01,25.32,163.5
Kuala Lumpur,Tropical,2012-10-01,25.48,296.98
Kuala Lumpur,Tropical,2012-11-01,25.57,369.6
Kuala Lumpur,Tropical,2012-12-01,25.1,398.97
Kuala Lumpur,Tropical,2013-01-01,24.84,196.85
Kuala Lumpur,Tropical,2013-02-01,24.75,257.88
Kuala Lumpur,Tropical,2013-03-01,26.18,157.48
Kuala Lumpur,Tropical,2013-04-01,26.23,213.9
Kuala Lumpur,Tropical,2013-05-01,26.23,186.0
Kuala Lumpur,Tropical,2013-06-01,25.98,62.1
Kuala Lumpur,Tropical,2013-07-01,25.42,138.26
Kuala Lumpur,Tropical,2013-08-01,25.37,109.12
Kuala Lumpur,Tropical,2013-09-01,25.24,274.8
Kuala Lumpur,Tropical,2013-10-01,25.28,185.38
Kuala Lumpur,Tropical,2013-11-01,25.31,371.1
Kuala Lumpur,Tropical,2013-12-01,24.58,283.34
Kuala Lumpur,Tropical,2014-01-01,23.96,124.31
Kuala Lumpur,Tropical,2014-02-01,24.83,6.72
Kuala Lumpur,Tropical,2014-03-01,25.84,130.82
Kuala Lumpur,Tropical,2014-04-01,26.12,205.5
Kuala Lumpur,Tropical,2014-05-01,26.7,285.2
Kuala Lumpur,Tropical,2014-06-01,26.44,61.5
Kuala Lumpur,Tropical,2014-07-01,25.93,159.96
Kuala Lumpur,Tropical,2014-08-01,25.45,222.58
Kuala Lumpur,Tropical,2014-09-01,25.8,174.9
Kuala Lumpur,Tropical,2014-10-01,25.72,268.46
Kuala Lumpur,Tropical,2014-11-01,25.39,350.7
Kuala Lumpur,Tropical,2014-12-01,24.78,351.85
Kuala Lumpur,Tropical,2015-01-01,24.26,148.18
Kuala Lumpur,Tropical,2015-02-01,24.69,101.92
Kuala Lumpur,Tropical,2015-03-01,25.61,145.7
Kuala Lumpur,Tropical,2015-04-01,26.26,177.6
Kuala Lumpur,Tropical,2015-05-01,26.5,141.36
Kuala Lumpur,Tropical,2015-06-01,25.98,177.6
Kuala Lumpur,Tropical,2015-07-01,25.6,111.6
Kuala Lumpur,Tropical,2015-08-01,25.76,341.93
Kuala Lumpur,Tropical,2015-09-01,25.68,141.9
Kuala Lumpur,Tropical,2015-10-01,25.83,264.12
